Sample	# Sequence ID	Num	Score	Expected	Template_length	Query_Coverage	Template_Coverage	Depth	tot_query_Coverage	tot_template_Coverage	tot_depth	q_value	p_value	Accession Number	Description	TAXID	Taxonomy	TAXID Species	Species
R0052_DADST067	GCF_019915585.1	19047	1271762	6	124711	   97.08	   91.39	   10.20	   97.08	   91.39	   10.20	1271742.79	1.0e-26	NZ_CP082789.1	Staphylococcus aureus strain HL24830 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00402	GCF_020389025.1	5360	2299	36	2274	    0.02	    2.43	    1.01	    0.76	   55.13	   35.10	 2190.84	1.0e-26	NZ_CP077918.1	Staphylococcus aureus strain 278 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00402	GCF_013307005.1	3154	5984	18	1979	    0.06	    6.38	    3.02	    0.08	   10.84	    4.25	 5928.12	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00402	GCF_019134635.1	8635	102365	2346	121693	    0.97	    1.04	    0.84	   68.05	   74.32	   59.03	95534.80	1.0e-26	NZ_CP077757.1	Staphylococcus aureus strain WHC07 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00402	GCF_001018845.2	13502	9939093	101	124602	   94.15	   98.89	   79.77	   94.15	   98.89	   79.77	9938788.83	1.0e-26	NZ_CP026067.1	Staphylococcus aureus strain NRS153 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_HB00604	GCF_020389025.1	5360	637	62	2274	    0.00	    1.24	    0.28	    0.55	   45.68	   42.74	  472.84	1.0e-26	NZ_CP077918.1	Staphylococcus aureus strain 278 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_HB00604	GCF_013307005.1	3154	104542	31	1979	    0.59	   21.57	   52.83	    0.60	   21.79	   53.69	104447.99	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_HB00604	GCF_002803885.1	20199	12369492	1154	119895	   70.09	   98.78	  103.17	   70.09	   98.78	  103.17	12366027.49	1.0e-26	NZ_CP024998.1	Staphylococcus aureus strain 55-99-44 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00203	GCF_013307005.1	3154	4791	12	1979	    0.07	    6.91	    2.42	    0.09	   11.16	    2.98	 4754.64	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00203	GCF_003186105.1	10079	6381079	83	121645	   92.65	   97.91	   52.46	   92.65	   97.91	   52.46	6380829.63	1.0e-26	NZ_CP029629.1	Staphylococcus aureus strain MOK063 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST015	GCF_013307005.1	3154	4916	3	1979	    0.28	   20.94	    2.48	    0.28	   21.04	    2.52	 4906.56	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST015	GCF_900004855.1	8116	1690171	13	120348	   95.68	   97.02	   14.04	   95.68	   97.02	   14.04	1690130.02	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00304	GCF_906464895.1	1229	97334	1	71	    0.87	   43.28	 1370.90	    0.87	   43.28	 1370.90	97330.21	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_BC00304	GCF_003186125.1	14482	120452	2270	122698	    1.08	    1.47	    0.98	   69.21	   91.50	   63.14	113809.78	1.0e-26	NZ_CP029627.1	Staphylococcus aureus strain MOK042 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00304	GCF_015732455.1	4293	244705	2208	120952	    2.19	    1.30	    2.02	   66.36	   85.18	   61.41	238159.95	1.0e-26	NZ_CP061349.1	Staphylococcus aureus strain MSSA01 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00304	GCF_900474755.1	23310	8440033	345	122530	   75.40	   95.36	   68.88	   75.40	   95.36	   68.88	8438996.42	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00406	GCF_906464895.1	1229	33	2	71	    0.00	   10.45	    0.46	    0.00	   10.45	    0.46	   25.31	4.9e-07	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_BC00406	GCF_013307005.1	3154	60641	40	1979	    0.20	    1.91	   30.64	    4.00	   13.28	  615.72	60520.51	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00406	GCF_900635285.1	1127	1280077	4862	122530	    4.20	    8.93	   10.45	   31.36	   95.36	   78.05	1265561.74	1.0e-26	NZ_LR134087.1	Staphylococcus aureus strain NCTC7121 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00406	GCF_009728755.1	9859	2260791	4693	125302	    7.41	    4.81	   18.04	   28.04	   68.37	   68.25	2246749.12	1.0e-26	NZ_CP033112.1	Staphylococcus aureus strain ST20130944 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00406	GCF_013836745.1	17813	10962020	2627	123919	   35.94	   83.28	   88.46	   35.94	   83.28	   88.46	10954140.72	1.0e-26	NZ_CP058613.1	Staphylococcus aureus strain 128254 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DABST013	GCF_013307005.1	3154	789	4	1979	    0.03	    4.57	    0.40	    0.07	   13.39	    0.98	  774.24	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DABST013	GCF_001956655.1	22292	3248	553	107000	    0.11	    1.64	    0.03	    2.88	   15.51	    0.76	 1910.03	1.0e-26	NZ_CP018842.1	Staphylococcus epidermidis strain 14.1.R1 chromosome, complete genome	1282	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	1282	Staphylococcus epidermidis
R0047_DABST013	GCF_014334295.1	15068	36539	531	103657	    1.29	   18.68	    0.35	    3.33	   20.66	    0.91	34973.97	1.0e-26	NZ_CP060528.1	Staphylococcus epidermidis strain LM087 chromosome, complete genome	1282	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	1282	Staphylococcus epidermidis
R0047_DABST013	GCF_019134635.1	8635	70623	612	121693	    2.49	    1.04	    0.58	   64.22	   74.31	   14.94	68806.95	1.0e-26	NZ_CP077757.1	Staphylococcus aureus strain WHC07 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DABST013	GCF_001018845.2	13502	2424912	76	124602	   85.64	   98.86	   19.46	   85.64	   98.86	   19.46	2424683.81	1.0e-26	NZ_CP026067.1	Staphylococcus aureus strain NRS153 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00115-2	GCF_000009005.1	7270	117527	3064	119214	    0.83	    1.04	    0.99	   78.44	   79.09	   93.24	108645.48	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
Q0003_MC00115-2	GCF_004771515.1	3062	161164	3086	120320	    1.14	    1.25	    1.34	   82.58	   82.07	   97.26	152135.52	1.0e-26	NZ_CP038460.1	Staphylococcus aureus strain B119 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00115-2	GCF_008619935.1	21485	302598	3093	122381	    2.14	    2.61	    2.47	   73.70	   72.88	   85.34	293442.41	1.0e-26	NZ_AP020318.1	Staphylococcus aureus KUH180038 DNA, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00115-2	GCF_018093065.1	17498	729373	2961	120090	    5.15	    5.52	    6.07	   81.12	   80.84	   95.73	720537.41	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00115-2	GCF_003030085.1	23581	11785460	443	121114	   83.16	   82.46	   97.31	   83.16	   82.46	   97.31	11784130.39	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00522	GCF_013307005.1	3154	120119	39	1979	    0.54	   11.69	   60.70	    0.93	   21.68	  103.77	120000.91	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00522	GCF_018075265.1	10363	844328	4895	123697	    3.81	    1.01	    6.83	   58.86	   65.07	  105.43	829755.18	1.0e-26	NZ_CP073012.1	Staphylococcus aureus strain SA14+ chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_TC00522	GCF_900004855.1	8116	17855522	926	120348	   80.59	   98.80	  148.37	   80.59	   98.80	  148.37	17852743.30	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00118	GCF_013307005.1	3154	3037	12	1979	    0.04	    5.95	    1.53	    0.15	   17.85	    5.45	 2998.41	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00118	GCF_003354905.1	22301	17476	1640	122123	    0.24	    1.63	    0.14	   71.03	   77.36	   42.27	13117.49	1.0e-26	NZ_CP022682.1	Staphylococcus aureus strain 78 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00118	GCF_900324245.1	8971	438304	1583	125003	    6.03	    3.17	    3.51	   71.94	   70.12	   41.82	433577.01	1.0e-26	NZ_LT992461.1	Staphylococcus aureus isolate 8_LA_272 genome assembly, chromosome: I	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00118	GCF_900474755.1	23310	6604040	131	122530	   90.89	   96.79	   53.90	   90.89	   96.79	   53.90	6603645.70	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00219	GCF_906464895.1	1229	23675	0	71	    0.37	   43.28	  333.45	    0.37	   43.28	  333.45	23672.66	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
R0051_TC00219	GCF_900636695.1	12639	75676	1376	123209	    1.19	    1.67	    0.61	   80.92	   83.63	   41.69	71645.00	1.0e-26	NZ_LR134305.1	Staphylococcus aureus strain NCTC1803 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00219	GCF_016917315.1	16734	133381	1374	122575	    2.10	    6.31	    1.09	   72.03	   77.85	   37.31	129313.35	1.0e-26	NZ_CP070305.1	Staphylococcus sp. SM3655 chromosome, complete genome	2807625	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; unclassified Staphylococcus; Staphylococcus sp. SM3655	2807625	Staphylococcus sp. SM3655
R0051_TC00219	GCF_018093065.1	17498	347102	1307	120090	    5.47	    6.34	    2.89	   79.79	   82.70	   42.18	343198.17	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_TC00219	GCF_003030085.1	23581	5163059	211	121114	   81.33	   83.88	   42.63	   81.33	   83.88	   42.63	5162425.78	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00114-1	GCF_013307005.1	3154	217	2	1979	    0.01	    1.81	    0.11	    0.07	    7.76	    0.53	  208.80	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00114-1	GCF_000009005.1	7270	17978	343	119214	    1.12	    1.24	    0.15	   77.80	   78.63	   10.44	16974.13	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
Q0003_MC00114-1	GCF_008619935.1	21485	33795	347	122381	    2.11	    2.13	    0.28	   73.03	   72.06	    9.54	32766.34	1.0e-26	NZ_AP020318.1	Staphylococcus aureus KUH180038 DNA, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00114-1	GCF_018093065.1	17498	83428	332	120090	    5.22	    5.35	    0.69	   80.53	   80.45	   10.72	82436.25	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00114-1	GCF_003030085.1	23581	1318487	51	121114	   82.45	   82.05	   10.89	   82.45	   82.05	   10.89	1318333.79	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DADST035	GCF_900474715.1	2818	32065	739	123170	    0.98	    1.03	    0.26	   84.50	   84.87	   22.42	29914.07	1.0e-26	NZ_LS483311.1	Staphylococcus aureus strain NCTC6136 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DADST035	GCF_019915585.1	19047	3135948	16	124711	   95.95	   95.73	   25.15	   95.95	   95.73	   25.15	3135897.38	1.0e-26	NZ_CP082789.1	Staphylococcus aureus strain HL24830 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00111	GCF_000009005.1	7270	203971	5437	119214	    0.81	    1.19	    1.71	   78.07	   80.12	  164.71	188222.90	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
Q0003_MC00111	GCF_004771515.1	3062	288643	5475	120320	    1.15	    1.41	    2.40	   82.23	   83.05	  171.89	272623.02	1.0e-26	NZ_CP038460.1	Staphylococcus aureus strain B119 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00111	GCF_008619935.1	21485	555082	5484	122381	    2.21	    3.29	    4.54	   73.32	   74.44	  150.69	538843.59	1.0e-26	NZ_AP020318.1	Staphylococcus aureus KUH180038 DNA, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00111	GCF_018093065.1	17498	1295462	5253	120090	    5.15	    5.89	   10.79	   80.79	   81.81	  169.21	1279787.14	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00111	GCF_003030085.1	23581	20826411	805	121114	   82.81	   83.41	  171.96	   82.81	   83.41	  171.96	20823995.25	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00117	GCF_906464895.1	1229	107	7	71	    0.00	   14.93	    1.51	    0.00	   14.93	    1.51	   87.68	1.0e-20	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_BC00117	GCF_013307005.1	3154	27082	98	1979	    0.05	    6.16	   13.68	    0.18	   17.32	   51.09	26787.96	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00117	GCF_900324385.1	685	336557	12775	125513	    0.61	    1.15	    2.68	   73.84	   69.07	  325.16	300098.44	1.0e-26	NZ_LT992475.1	Staphylococcus aureus isolate 20_LA_415 genome assembly, chromosome: I	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00117	GCF_900474755.1	23310	5727922	11288	122530	   10.36	   12.86	   46.75	   83.64	   96.70	  377.28	5694146.43	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00117	GCF_003354945.1	9431	47741325	1612	126513	   86.38	   84.05	  377.36	   86.38	   84.05	  377.36	47736487.49	1.0e-26	NZ_CP022908.1	Staphylococcus aureus strain 545 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_BC00306	GCF_003186125.1	14482	7856	454	122698	    0.39	    1.73	    0.06	   61.24	   76.43	   10.13	 6591.59	1.0e-26	NZ_CP029627.1	Staphylococcus aureus strain MOK042 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_BC00306	GCF_018075265.1	10363	15862	454	123697	    0.78	    1.80	    0.13	   59.83	   74.31	    9.82	14549.97	1.0e-26	NZ_CP073012.1	Staphylococcus aureus strain SA14+ chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_BC00306	GCF_009913115.1	6541	36108	446	121630	    1.78	    1.38	    0.30	   60.22	   68.60	   10.05	34790.81	1.0e-26	NZ_CP047803.1	Staphylococcus aureus strain UP_1097 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_BC00306	GCF_013389715.1	6247	112209	441	127722	    5.53	    9.37	    0.88	   63.73	   72.57	   10.13	110892.34	1.0e-26	NZ_CP058312.1	Staphylococcus aureus strain BLR-DV chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0051_BC00306	GCF_900004855.1	8116	1730249	55	120348	   85.23	   98.80	   14.38	   85.23	   98.80	   14.38	1730083.58	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00106	GCF_002812345.2	18820	46711	3554	119006	    0.29	    1.01	    0.39	   17.29	   17.66	   23.68	37052.28	1.0e-26	NZ_CP025023.1	Staphylococcus argenteus strain XNO106 chromosome, complete genome	985002	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus argenteus	985002	Staphylococcus argenteus
Q0003_BC00106	GCF_900636695.1	12639	186221	3572	123209	    1.14	    1.34	    1.51	   83.70	   82.05	  110.69	175771.49	1.0e-26	NZ_LR134305.1	Staphylococcus aureus strain NCTC1803 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_BC00106	GCF_000009005.1	7270	319378	3483	119214	    1.96	    2.31	    2.68	   79.50	   79.41	  108.66	309077.28	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
Q0003_BC00106	GCF_018093065.1	17498	879438	3397	120090	    5.40	    5.97	    7.32	   82.37	   81.51	  111.76	869298.44	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
