"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Q0003_BC00102","Q0003_BC00104","Q0003_BC00105","Q0003_BC00106","Q0003_BC00107","Q0003_BC00108","Q0003_BC00110","Q0003_BC00111","Q0003_BC00117","Q0003_BC00118","Q0003_BC00201","Q0003_BC00211","Q0003_BC00303","Q0003_BC00304","Q0003_BC00310","Q0003_BC00406","Q0003_BC00410-2","Q0003_BC00416","Q0003_BH404","Q0003_HB00604","Q0003_MC00105","Q0003_MC00111","Q0003_MC00114-1","Q0003_MC00115-2","Q0003_MC00201","Q0003_MC00203","Q0003_MC00205","Q0003_MC00210","Q0003_MC00211","Q0003_MC00214","Q0003_MC00215","Q0003_MC00216","Q0003_MC0026","Q0003_TC00102","Q0003_TC00512","Q0003_TC00516","Q0003_TC00522","Q0003_TC00523","R0047_DABST013","R0047_DADST035","R0047_MH0081","R0047_TC0201","R0047_TH0405","R0051_BC00101","R0051_BC00115","R0051_BC00306","R0051_BH00403","R0051_DADST084","R0051_DADST088","R0051_HK2002","R0051_TC00219","R0051_TC00402","R0051_TC00505"
"group_2050","","hypothetical protein","2","2","1","1","3034","61","2","","743","743","743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01718","","","","","","","","","","R0051_HK2002_01381","","",""
"group_2051","","hypothetical protein","2","2","1","1","4525","1","557","","680","680","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01759","R0047_MH0081_01261","","","","","","","","","","","",""
"group_2052","","hypothetical protein","2","2","1","1","4563","2","179","","185","584","384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01763","","","","","","","","","","R0051_HK2002_01243","","",""
"group_2053","","hypothetical protein","2","2","1","1","4562","2","178","","332","557","444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01764","","","","","","","","","","R0051_HK2002_01244","","",""
"group_2054","","hypothetical protein","2","2","1","1","4707","3","22","","260","413","336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01864","","","","","","","","","","R0051_HK2002_00916","","",""
"group_2055","","hypothetical protein","2","2","1","1","3916","2","299","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_02442","","","","","","","","","","R0051_HK2002_01371","","",""
"group_2056","","hypothetical protein","2","2","1","1","3911","2","330","","284","284","284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_02446","R0047_MH0081_02693","","","","","","","","","","","",""
"group_2057","","hypothetical protein","2","2","1","1","3690","1","216","","1679","1781","1730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_00252","","","","","","","","","R0051_HK2002_02249","","",""
"group_2058","yofA","HTH-type transcriptional regulator YofA","2","2","1","1","64","6","5","","734","734","734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_01665","","","","","","","","","R0051_HK2002_01345","","",""
"group_2059","","hypothetical protein","2","2","1","1","69","6","13","","296","296","296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_01670","","","","","","","","","R0051_HK2002_01340","","",""
"group_2060","","hypothetical protein","2","2","1","1","3431","1","731","","359","359","359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_02146","","","","","","","","","","","","R0051_TC00505_02183"
"group_2061","","hypothetical protein","2","2","1","1","1041","1","225","","569","641","605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_02582","","","","","","","","","R0051_HK2002_02184","","",""
"group_2062","ssbA_4","Single-stranded DNA-binding protein A","2","2","1","1","3626","1","699","","425","455","440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_02703","","","","","","","","","","","","R0051_TC00505_02174"
"group_2063","","hypothetical protein","2","2","1","1","3400","1","971","","206","236","221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_TH0405_01944","","","","","","","","","","R0051_TC00505_02188"
"group_214","yezG_1","putative antitoxin YezG","2","2","1","1","4718","3","13","","272","488","380","","","","","","","","","","","","","","","","","","","Q0003_BH404_01381","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01858","","","","","","","","","","","","",""
"group_22","","hypothetical protein","2","2","1","1","870","1","200","","173","311","242","","","","","","","","","","","","","","","","","","","Q0003_BH404_02536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00223","","",""
"group_222","","hypothetical protein","2","2","1","1","3038","2","31","","545","869","707","","","","","","","","","","","Q0003_BC00201_00278","","","","Q0003_BC00310_02084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_228","dut_2","Deoxyuridine 5'-triphosphate nucleotidohydrolase","2","2","1","1","3150","1","922","","509","509","509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_01351","","","","","","","","","","","","","R0051_TC00402_02776",""
"group_23","","hypothetical protein","2","2","1","1","280","","","","230","344","287","","","","","","","","","","","","","","","","","","","Q0003_BH404_01049","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_00932","","","","","","","","","","","",""
"group_230","dut_1","Deoxyuridine 5'-triphosphate nucleotidohydrolase","2","2","1","1","3168","1","910","","200","527","363","","","","","","","","","","","","","","","","","","","","","Q0003_MC00105_02071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_TC00505_00899"
"dut_3","","Deoxyuridine 5'-triphosphate nucleotidohydrolase","2","2","1","83","2","355","1","Investigate","482","512","497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_02773","","","","R0047_TH0405_02636","","","","","","","","","",""
"group_256","","hypothetical protein","2","2","1","1","4762","83","1","","296","296","296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00138","","","","","","","","","","","","","R0051_TC00402_00216",""
"group_2561","","hypothetical protein","2","2","1","1","131","619","1","","311","311","311","","","","","","","","","","Q0003_BC00118_00001","","","","","","","","","","","","","","","","","","","","","","","","Q0003_TC00102_00001","","","","","","","","","","","","","","","","","","",""
"group_2565","","hypothetical protein","2","2","1","1","3039","2","32","","317","317","317","","","","","","","","","","","Q0003_BC00201_00277","","","","Q0003_BC00310_02083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2568","","hypothetical protein","2","2","1","1","3832","2","5","","527","527","527","","","","","","","","","","","Q0003_BC00201_00285","","","","Q0003_BC00310_02397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2569","","hypothetical protein","2","2","1","1","3856","2","224","","1094","1094","1094","","","","","","","","","","","Q0003_BC00201_00288","","","","Q0003_BC00310_02304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2570","","hypothetical protein","2","2","1","1","3857","2","225","","632","632","632","","","","","","","","","","","Q0003_BC00201_00289","","","","Q0003_BC00310_02303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2571","","hypothetical protein","2","2","1","1","3858","2","226","","557","557","557","","","","","","","","","","","Q0003_BC00201_00290","","","","Q0003_BC00310_02302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2572","lpl2_3","putative lipoprotein","2","2","1","1","4410","5","35","","782","782","782","","","","","","","","","","","Q0003_BC00201_02268","","","","Q0003_BC00310_01083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2701","","hypothetical protein","2","2","1","1","915","20","3","","140","140","140","","","","","","","","","","","","","Q0003_BC00303_00697","","","","","","","","","","","","","","","","","","","","","","","Q0003_TC00516_00380","","","","","","","","","","","","","","","","",""
"group_272","","hypothetical protein","2","2","1","1","4464","5","44","","521","521","521","","","","","","","","","","","Q0003_BC00201_02273","","","","Q0003_BC00310_01088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2750","","hypothetical protein","2","2","1","1","1090","382","1","","194","194","194","","","","","","","","","","","","","Q0003_BC00303_01478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_02124","","","","","","",""
"group_2796","","hypothetical protein","2","2","1","1","2123","1","1024","","206","206","206","","","","","","","","","","","","","Q0003_BC00303_01607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01156","","","","","","",""
"group_2797","","hypothetical protein","2","2","1","1","2124","1","1023","","557","557","557","","","","","","","","","","","","","Q0003_BC00303_01608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01157","","","","","","",""
"sdrD_1","","Serine-aspartate repeat-containing protein D","2","2","1","1","1799","27","4","","155","2639","1397","","","","","","","Q0003_BC00110_00965","","","","","","","","","","","Q0003_BC00416_02476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2818","","hypothetical protein","2","2","1","1","3175","1","367","","161","161","161","","","","","","","","","","","","","Q0003_BC00303_01646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01195","","","","","","",""
"group_2820","","hypothetical protein","2","2","1","1","3171","1","726","","359","359","359","","","","","","","","","","","","","Q0003_BC00303_01651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01200","","","","","","",""
"group_2822","","hypothetical protein","2","2","1","1","3418","1","723","","221","221","221","","","","","","","","","","","","","Q0003_BC00303_01654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01203","","","","","","",""
"dnaC_1","","DNA replication protein DnaC","2","2","1","1","3572","1","704","","785","785","785","","","","","","","","","","","","","Q0003_BC00303_01656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01205","","","","","","",""
"group_2824","","hypothetical protein","2","2","1","1","3573","1","705","","761","761","761","","","","","","","","","","","","","Q0003_BC00303_01657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01206","","","","","","",""
"group_2825","","hypothetical protein","2","2","1","1","3574","1","706","","848","848","848","","","","","","","","","","","","","Q0003_BC00303_01658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01207","","","","","","",""
"group_2826","","hypothetical protein","2","2","1","1","3575","1","707","","113","113","113","","","","","","","","","","","","","Q0003_BC00303_01659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01208","","","","","","",""
"group_2828","","hypothetical protein","2","2","1","1","3589","1","754","","707","707","707","","","","","","","","","","","","","Q0003_BC00303_01667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_01216","","","","","","",""
"group_2848","","hypothetical protein","2","2","1","1","2254","75","1","","296","296","296","","","","","","","","","","","","","Q0003_BC00303_02096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_00805","","","","","","",""
"group_2984","","hypothetical protein","2","2","1","1","361","18","7","","152","152","152","","","","","","","","","","","","","Q0003_BC00303_02695","","","","","","","","","","","","","","","","","","","","","","","Q0003_TC00516_02625","","","","","","","","","","","","","","","","",""
"group_2989","","hypothetical protein","2","2","1","1","1751","347","1","","377","377","377","","","","","","","","","","","","","","","Q0003_BC00310_02322","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_TC0201_02421","","","","","","","","","","",""
"group_2990","","hypothetical protein","2","2","1","1","4577","2","22","","386","386","386","","","","","","","","","","","","","","","","Q0003_BC00406_00372","","Q0003_BC00416_00620","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2991","","hypothetical protein","2","2","1","1","4576","2","21","","239","239","239","","","","","","","","","","","","","","","","Q0003_BC00406_00373","","Q0003_BC00416_00621","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2992","","hypothetical protein","2","2","1","1","4575","2","20","","260","260","260","","","","","","","","","","","","","","","","Q0003_BC00406_00374","","Q0003_BC00416_00622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2993","","hypothetical protein","2","2","1","1","4574","2","19","","224","224","224","","","","","","","","","","","","","","","","Q0003_BC00406_00375","","Q0003_BC00416_00623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2994","","hypothetical protein","2","2","1","1","4573","2","18","","293","293","293","","","","","","","","","","","","","","","","Q0003_BC00406_00376","","Q0003_BC00416_00624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2996","","hypothetical protein","2","2","1","1","4347","2","200","","1058","1058","1058","","","","","","","","","","","","","","","","Q0003_BC00406_00380","","Q0003_BC00416_00628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2997","","hypothetical protein","2","2","1","1","4348","2","201","","317","317","317","","","","","","","","","","","","","","","","Q0003_BC00406_00381","","Q0003_BC00416_00629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2998","scn_2","Staphylococcal complement inhibitor","2","2","1","1","4355","2","203","","383","383","383","","","","","","","","","","","","","","","","Q0003_BC00406_00383","","Q0003_BC00416_00631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2999","","Staphylocoagulase","2","2","1","1","4356","2","204","","1490","1490","1490","","","","","","","","","","","","","","","","Q0003_BC00406_00384","","Q0003_BC00416_00632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_30","sdrE","Serine-aspartate repeat-containing protein E","2","2","1","1","1808","27","5","","155","3371","1763","","","","","","","","","","","","","","","","","","Q0003_BC00416_02475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00001","","",""
"group_3000","","hypothetical protein","2","2","1","1","4357","2","205","","230","230","230","","","","","","","","","","","","","","","","Q0003_BC00406_00385","","Q0003_BC00416_00633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3001","","hypothetical protein","2","2","1","1","4358","2","206","","113","113","113","","","","","","","","","","","","","","","","Q0003_BC00406_00386","","Q0003_BC00416_00634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3002","","hypothetical protein","2","2","1","1","4359","2","187","","557","557","557","","","","","","","","","","","","","","","","Q0003_BC00406_00388","","Q0003_BC00416_00636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3003","","hypothetical protein","2","2","1","1","1741","4","61","","419","419","419","","","","","","","","","","","","","","","","Q0003_BC00406_01441","","Q0003_BC00416_02439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3004","splE","Serine protease SplE","2","2","1","1","3264","1","289","","716","716","716","","","","","","","","","","","","","","","","Q0003_BC00406_02215","","Q0003_BC00416_02386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3007","","hypothetical protein","2","2","1","153","3","632","4","","503","503","503","","","","","","","","","","","","","","","","Q0003_BC00406_02673","","Q0003_BC00416_02665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3008","","hypothetical protein","2","2","1","153","4","632","2","","161","161","161","","","","","","","","","","","","","","","","Q0003_BC00406_02674","","Q0003_BC00416_02666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"repB","","Replication protein RepB","2","2","1","153","1","632","1","","575","575","575","","","","","","","","","","","","","","","","Q0003_BC00406_02675","","Q0003_BC00416_02667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3010","","hypothetical protein","2","2","1","5","1","116","1","Investigate","491","491","491","","","","","","","","","","","","","","","","Q0003_BC00406_02679","","","","","","","","","","","","","","","","","Q0003_MC0026_02692","","","","","","","","","","","","","","","","","","","",""
"group_3041","","hypothetical protein","2","2","1","1","84","2","136","","158","158","158","","","","","","","","","","","","","","","","","Q0003_BC00410-2_01444","","Q0003_BH404_00681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3044","","hypothetical protein","2","2","1","1","51","6","22","","914","914","914","","","","","","","","","","","","","","","","","Q0003_BC00410-2_01457","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_00607","","","","","","","","","","","","",""
"group_3045","","hypothetical protein","2","2","1","1","50","6","27","","554","554","554","","","","","","","","","","","","","","","","","Q0003_BC00410-2_01458","","","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_00608","","","","","","","","","","","","",""
"group_3058","","hypothetical protein","2","2","1","1","3031","4","29","","1292","1292","1292","","","","","","","","","","","","","","","","","Q0003_BC00410-2_02112","","Q0003_BH404_02320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3059","","hypothetical protein","2","2","1","1","3032","4","30","","140","140","140","","","","","","","","","","","","","","","","","Q0003_BC00410-2_02113","","Q0003_BH404_02319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3060","agrB","Accessory gene regulator protein B","2","2","1","1","3033","4","31","","617","617","617","","","","","","","","","","","","","","","","","Q0003_BC00410-2_02114","","Q0003_BH404_02318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3062","","hypothetical protein","2","2","1","1","3948","4","23","","356","356","356","","","","","","","","","","","","","","","","","Q0003_BC00410-2_02129","Q0003_BC00416_02674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3065","","hypothetical protein","2","2","1","1","2932","596","1","","1136","1136","1136","","","","","","","","","","","","","","","","","Q0003_BC00410-2_02264","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_02091","","","","","","","","","","","",""
"group_3066","hin_1","DNA-invertase hin","2","2","1","1","2933","596","2","","203","203","203","","","","","","","","","","","","","","","","","Q0003_BC00410-2_02265","","","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_02092","","","","","","","","","","","",""
"group_3131","","hypothetical protein","2","2","1","1","963","13","10","","635","635","635","","","","","","","","","","","","","","","","","","","Q0003_BH404_00036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02527","","",""
"group_3148","isaB","Immunodominant staphylococcal antigen B","2","2","1","1","2854","506","3","","527","527","527","","","","","","","","","","","","","","","","","","","Q0003_BH404_00418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02272","","",""
"group_3149","aur","Zinc metalloproteinase aureolysin","2","2","1","1","2855","506","1","","1529","1529","1529","","","","","","","","","","","","","","","","","","","Q0003_BH404_00419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02271","","",""
"group_3151","","hypothetical protein","2","2","1","1","4798","45","5","","671","671","671","","","","","","","","","","","","","","","","","","","Q0003_BH404_00543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00860","","",""
"group_3154","","hypothetical protein","2","2","1","1","1","522","1","","203","203","203","","","","","","","","","","","","","","","","","","","Q0003_BH404_00601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02372","","",""
"group_3164","","hypothetical protein","2","2","1","1","2259","71","4","","287","287","287","","","","","","","","","","","","","","","","","","","Q0003_BH404_00727","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_00515","","","","","","","","","","","",""
"group_3165","tagE_1","Poly(glycerol-phosphate) alpha-glucosyltransferase","2","2","1","1","2261","71","3","","1481","1481","1481","","","","","","","","","","","","","","","","","","","Q0003_BH404_00728","","","","","","","","","","","","","","","","","","","","","","R0047_MH0081_00514","","","","","","","","","","","",""
"group_3172","","hypothetical protein","2","2","1","1","2394","505","4","","185","185","185","","","","","","","","","","","","","","","","","","","Q0003_BH404_00865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_01909","","",""
"group_3175","sdrM","Multidrug efflux pump SdrM","2","2","1","1","264","57","3","","1343","1343","1343","","","","","","","","","","","","","","","","","","","Q0003_BH404_00872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00593","","",""
"group_3188","","hypothetical protein","2","2","1","1","490","251","2","","176","176","176","","","","","","","","","","","","","","","","","","","Q0003_BH404_01171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00300","","",""
"group_3206","bceB_1","Bacitracin export permease protein BceB","2","2","1","1","1923","508","1","","1889","1889","1889","","","","","","","","","","","","","","","","","","","Q0003_BH404_01445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00098","","",""
"group_3207","bceA_2","Bacitracin export ATP-binding protein BceA","2","2","1","1","1924","508","2","","761","761","761","","","","","","","","","","","","","","","","","","","Q0003_BH404_01446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00097","","",""
"group_3210","xerD","Tyrosine recombinase XerD","2","2","1","1","1881","507","1","","560","560","560","","","","","","","","","","","","","","","","","","","Q0003_BH404_01486","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00059","","",""
"group_3211","","hypothetical protein","2","2","1","1","1882","507","3","","203","203","203","","","","","","","","","","","","","","","","","","","Q0003_BH404_01487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00058","","",""
"group_3212","","hypothetical protein","2","2","1","1","1883","507","2","","224","224","224","","","","","","","","","","","","","","","","","","","Q0003_BH404_01488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_00057","","",""
"group_3221","","hypothetical protein","2","2","1","1","3863","2","252","","935","935","935","","","","","","","","","","","","","","","","","","","Q0003_BH404_01721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_01358","","",""
"group_3253","","hypothetical protein","2","2","1","1","3421","1","750","","554","554","554","","","","","","","","","","","","","","","","","","","Q0003_BH404_02254","","","","","","","","","","","","","","","","","","","","","","","","R0047_TH0405_01929","","","","","","","","","",""
"group_3258","","hypothetical protein","2","2","1","1","3153","1","927","","245","245","245","","","","","","","","","","","","","","","","","","","Q0003_BH404_02268","","","","","","","","","","","","","","","","","","","","","R0047_DADST035_01677","","","","","","","","","","","","",""
"mco","","Multicopper oxidase mco","2","2","1","1","869","1","201","","1433","1433","1433","","","","","","","","","","","","","","","","","","","Q0003_BH404_02537","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02495","","",""
"copB","","Copper-exporting P-type ATPase B","2","2","1","1","868","1","202","","2045","2045","2045","","","","","","","","","","","","","","","","","","","Q0003_BH404_02538","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02496","","",""
"arsC_2","","Glutaredoxin arsenate reductase","2","2","1","1","585","1","135","","395","395","395","","","","","","","","","","","","","","","","","","","Q0003_BH404_02556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02552","","",""
"arsB_2","","Arsenical pump membrane protein","2","2","1","1","584","1","134","","1289","1289","1289","","","","","","","","","","","","","","","","","","","Q0003_BH404_02557","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02553","","",""
"sdpR_2","","Transcriptional repressor SdpR","2","2","1","1","583","1","133","","314","314","314","","","","","","","","","","","","","","","","","","","Q0003_BH404_02558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02554","","",""
"group_3292","","hypothetical protein","2","2","1","1","581","1","131","","212","212","212","","","","","","","","","","","","","","","","","","","Q0003_BH404_02560","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02675","","",""
"group_3293","","hypothetical protein","2","2","1","1","579","1","129","","377","377","377","","","","","","","","","","","","","","","","","","","Q0003_BH404_02562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02591","","",""
"group_3294","cadC","Cadmium resistance transcriptional regulatory protein CadC","2","2","1","1","578","1","128","","365","365","365","","","","","","","","","","","","","","","","","","","Q0003_BH404_02563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02590","","",""
"cadA","","putative cadmium-transporting ATPase","2","2","1","1","577","1","127","","2180","2180","2180","","","","","","","","","","","","","","","","","","","Q0003_BH404_02564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_HK2002_02589","","",""
"group_3326","","hypothetical protein","2","2","1","1","4120","2","87","","410","410","410","","","","","","","","","","","","","","","","","","","","","","Q0003_MC00111_01227","","Q0003_MC00115-2_01227","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_338","","hypothetical protein","2","2","1","1","755","1","32","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","224","674","449","","","","","","","","","","","","Q0003_BC00211_02674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0051_BC00306_02625","","","","","","",""
"group_34","sdrD","Serine-aspartate repeat-containing protein E","2","2","1","1","1801","27","16","","1352","4097","2724","","","","","","Q0003_BC00108_02712","","Q0003_BC00111_02538","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3408","","hypothetical protein","2","2","1","1","4511","1","546","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","350","350","350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00002","","","","","","","","","","","","","R0051_TC00402_00353",""
"group_3409","","hypothetical protein","2","2","1","1","4520","1","559","","1109","1109","1109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00009","","","","","","","","","","","","","R0051_TC00402_00346",""
"group_3410","tst_3","Toxic shock syndrome toxin-1","2","2","1","1","4521","1","561","","680","680","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00011","","","","","","","","","","","","","R0051_TC00402_00344",""
"group_3411","","hypothetical protein","2","2","1","1","4370","2","65","","272","272","272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00017","","","","","","","","","","","","","R0051_TC00402_00338",""
"group_3412","","hypothetical protein","2","2","1","1","4638","455","1","","713","713","713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00058","","","","","","","","","","","","","R0051_TC00402_00297",""
"group_3413","yezG_2","putative antitoxin YezG","2","2","1","1","4315","3","9","","500","500","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00105","","","","","","","","","","","","","R0051_TC00402_00249",""
"group_3414","yezG_4","putative antitoxin YezG","2","2","1","1","4303","3","74","","500","500","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00107","","","","","","","","","","","","","R0051_TC00402_00247",""
"group_3415","yezG_5","putative antitoxin YezG","2","2","1","1","4731","3","69","","491","491","491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00110","","","","","","","","","","","","","R0051_TC00402_00244",""
"group_3416","","hypothetical protein","2","2","1","1","2","453","1","","131","131","131","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R0047_DABST013_00228","","","","","","","","","","","","","R0051_TC00402_00126",""
